INSTNM,CITY,INSTURL,st_fips,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE
Everest College-Anaheim,Anaheim,www.everest.edu/campus/anaheim,6,33.8393,-117.9598,0,0,NULL,NULL
Thuy Princess Beauty College,Pomona,thuyprincessbeautycollege.com,6,34.0577,-117.7485,0,0,NULL,NULL
North-West College-Glendale,Glendale,www.north-westcollege.edu,6,34.1489,-118.2554,0,0,NULL,1
Everest College-City of Industry,City of Industry,www.everest.edu/campus/city_of_industry,6,34.0294,-118.0246,0,0,NULL,NULL
Fremont College,Cerritos,www.fremont.edu,6,33.8678,-118.0983,0,0,NULL,NULL
Pomona Unified School District Adult and Career Education,Pomona,www.pusd.org/ace,6,34.0536,-117.7764,0,0,NULL,NULL
University of Phoenix-Online Campus,Phoenix,www.phoenix.edu/,4,33.4069,-111.9818,0,0,NULL,NULL
University of Phoenix-San Diego Campus,San Diego,www.phoenix.edu,6,32.816,-117.1167,0,0,NULL,NULL
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,ucb-la.com,6,34.0042,-118.3317,0,0,NULL,NULL
IBMC College,Fort Collins,www.ibmc.edu,8,40.5227,-105.0452,0,0,NULL,NULL
Xenon International Academy-Denver,Aurora,www.xenonacademy.net/index.html,8,39.6763,-104.8486,0,0,NULL,NULL
Academy of Cosmetology,Merritt Island,FLORIDACOSMETOLOGYSCHOOLS.COM,12,28.3941,-80.7037,0,0,NULL,NULL
ITT Technical Institute-Lake Mary,Lake Mary,www.itt-tech.edu,12,28.75,-81.3665,0,0,NULL,0.5665
Sunstate Academy,Clearwater,www.sunstate.edu,12,27.967,-82.7327,0,0,NULL,NULL
Heritage Institute-Jacksonville,Jacksonville,www.heritage-education.com,12,30.254,-81.596,0,0,NULL,NULL
Fortis College-Smyrna,Smyrna,Fortis.edu,13,33.9013,-84.4886,0,0,NULL,NULL
Remington College-Honolulu Campus,Honolulu,www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools,15,21.3093,-157.86,0,0,NULL,0.7619
Vatterott College-Des Moines,Des Moines,www.vatterott.edu,19,41.6288,-93.6482,0,0,NULL,NULL
Brown Mackie College-Quad Cities,Bettendorf,www.brownmackie.edu,19,41.5438,-90.5224,0,0,NULL,NULL
Pivot Point Academy-Bloomingdale,Bloomingdale,www.pivotpoint.edu,17,41.9559,-88.0767,0,0,NULL,NULL
Xenon International Academy-Kansas City,Olathe,xenonacademy.net,20,38.8826,-94.7986,0,0,NULL,NULL
Diesel Driving Academy-Baton Rouge,Baton Rouge,www.dda.edu,22,30.4649,-91.1038,0,0,NULL,NULL
Jonesville Beauty School,Vidalia,jonesvillebeautyacademy.com,22,31.5695,-91.4707,0,0,NULL,NULL
New England Hair Academy,Malden,www.newenglandhairacademy.com,25,42.4276,-71.0668,0,0,NULL,NULL
Rob Roy Academy-Worcester,Worcester,www.rob-roy.com,25,42.2638,-71.8076,0,0,NULL,NULL
Upper Cape Cod Regional Technical School,Bourne,www.uppercapetech.com,25,41.6802,-70.5953,0,0,NULL,0.3022
All-State Career-Baltimore,Baltimore,www.allstatecareer.edu,24,39.2647,-76.5449,0,0,NULL,NULL
New England School of Communications,Bangor,www.nescom.edu,23,44.8272,-68.7899,0,0,NULL,0.3005
Everest Institute-Kalamazoo,Kalamazoo,www.everest.edu/campus/kalamazoo,26,42.2916,-85.651,0,0,NULL,NULL
Adler Graduate School,Richfield,www.alfredadler.edu,27,44.8629,-93.2525,0,0,NULL,NULL
Lebanon Technology and Career Center,Lebanon,www.lebanon.k12.mo.us/ltcc,29,37.6916,-92.6774,0,0,NULL,NULL
Academy of Hair Design-Jackson,Jackson,www.academyofhair.com,28,32.2826,-90.2105,0,0,NULL,NULL
KC's School of Hair Design,Pontotoc,www.kcsschoolofhair.com,28,NULL,NULL,0,0,NULL,NULL
Mitchells Hairstyling Academy-Goldsboro,Goldsboro,www.mitchells.edu,37,35.3852,-77.948,0,0,NULL,NULL
Lincoln Technical Institute-Moorestown,Moorestown,www.lincolntech.com,34,39.9489,-74.957,0,0,NULL,NULL
Monmouth County Vocational School District,Freehold,www.mcvsd.org,34,40.2883,-73.9923,0,0,NULL,NULL
Kaplan College-Las Vegas,Las Vegas,www.kaplancollege.com/las-vegas-nv/,32,36.1443,-115.1885,0,0,NULL,NULL
Beauty School of Middletown,Middletown,www.thebeautyschoolofmiddletown.com,36,41.4246,-74.4287,0,0,NULL,NULL
Bryant & Stratton College-Southtowns,Orchard Park,www.bryantstratton.edu,36,42.7902,-78.7704,0,0,NULL,NULL
National Tractor Trailer School Inc-Buffalo,Buffalo,www.ntts.edu,36,42.8653,-78.8578,0,0,NULL,NULL
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NULL,36,40.6289,-73.9928,1,0,80,NULL
Cleveland Institute of Dental-Medical Assistants-Mentor,Mentor,www.cidma.edu,39,41.7149,-81.3419,0,0,NULL,NULL
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,Lyndhurst,www.cidma.edu,39,41.5196,-81.4786,0,0,NULL,NULL
Knox County Career Center,Mount Vernon,www.adultedkccc.org,39,40.3759,-82.4751,0,0,NULL,NULL
Madison Adult Career Center,Mansfield,www.madisonadultcc.org,39,40.7743,-82.4609,0,0,NULL,NULL
Remington College-Cleveland Campus,Cleveland,www.remingtoncollege.edu/cleveland-ohio-career-schools-overview,39,41.423,-81.5793,0,0,NULL,0.7526
Brown Mackie College-Findlay,Findlay,www.brownmackie.edu,39,41.0585,-83.6195,0,0,NULL,NULL
Toledo Academy of Beauty Culture-East,OREGON,toledoacademyofbeauty.com,39,41.6383,-83.4695,0,0,NULL,NULL
U S Grant Joint Vocational School,Bethel,www.grantcareer.com,39,38.9628,-84.0648,0,0,NULL,NULL
CC's Cosmetology College,Tulsa,www.ccscosmetologycollege.org,40,36.1334,-95.8466,0,0,NULL,NULL
Chisholm Trail Technology Center,Omega,www.cttc.edu,40,35.8422,-98.2018,0,0,NULL,NULL
Gordon Cooper Technology Center,Shawnee,www.gctech.org,40,35.3803,-96.908,0,0,NULL,NULL
Kiamichi Technology Center-Atoka,Atoka,www.ktc.edu,40,34.3954,-96.153,0,0,NULL,NULL
Kiamichi Technology Center-Durant,Durant,https://www.ktc.edu,40,33.946,-96.4061,0,0,NULL,NULL
Kiamichi Technology Center-Hugo,Hugo,www.ktc.edu,40,34.0083,-95.4945,0,0,NULL,NULL
Kiamichi Technology Center-McAlester,McAlester,www.ktc.edu/Template0.asp?pg=128,40,34.9242,-95.746,0,0,NULL,NULL
Kiamichi Technology Center-Idabel,Idabel,www.ktc.edu,40,33.9219,-94.775,0,0,NULL,NULL
Kiamichi Technology Center-Poteau,Poteau,www.ktc.edu,40,35.0382,-94.634,0,0,NULL,NULL
Kiamichi Technology Center-Spiro,Spiro,www.ktc.edu/locations/spiro.aspx,40,35.2404,-94.6288,0,0,NULL,NULL
Kiamichi Technology Center-Talihina,Talihina,www.ktc.edu,40,34.7653,-95.092,0,0,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Portland,Portland,www.chefs.edu/portland,41,45.5206,-122.6818,0,0,NULL,NULL
YTI Career Institute-Altoona,Altoona,www.yti.edu,42,40.4824,-78.3961,0,0,NULL,NULL
Eastern Center for Arts and Technology,Willow Grove,www.eastech.org,42,40.1585,-75.1097,0,0,NULL,0.5
Empire Beauty School-Center City Philadelphia,Philadelphia,www.empire.edu,42,39.9509,-75.1661,0,0,NULL,NULL
Sanford-Brown Institute-Wilkins Township,Pittsburgh,www.sbwilkinstownship.com,42,40.4256,-79.8114,0,0,NULL,NULL
Centro de Estudios Multidisciplinarios-Humacao,Humacao,www.cempr.edu,72,18.1488,-65.8211,0,0,NULL,NULL
Colegio Mayor de Tecnologia Inc,Arroyo,www.cmtarroyo.com,72,17.9633,-66.063,0,0,NULL,NULL
Institucion Chaviano de Mayaguez,Mayaguez,www.mayaguezinstituteoftechnology.net,72,18.2005,-67.1344,0,0,NULL,NULL
EDIC College,Caguas,www.ediccollege.edu,72,18.2424,-66.0252,0,0,NULL,0.9001
Liceo de Arte-Dise-O y Comercio,Caguas,www.liceocaguas.com,72,18.2331,-66.0341,0,0,NULL,NULL
Universal Technology College of Puerto Rico,Aguadilla,www.unitecpr.edu,72,18.4249,-67.1491,0,0,NULL,NULL
Academy of Hair Technology,Greenville,www.hairchamps.com,45,34.8727,-82.3308,0,0,NULL,NULL
Mr Wayne's School of Unisex Hair Design,Cookeville,www.misterwaynes.com,47,36.1604,-85.5135,0,0,NULL,NULL
Southern Institute of Cosmetology,Memphis,sicbeautyschool.com,47,35.0635,-89.907,0,0,NULL,NULL
Queen City College,Clarksville,www.queencitycollege.com,47,36.5735,-87.4087,0,0,NULL,NULL
College of the Marshall Islands,Majuro,www.cmi.edu,68,7.1027,171.3784,0,0,NULL,0.7367
American National College,South Houston,WWW.AMNC.EDU,48,29.6655,-95.211,0,0,NULL,NULL
ITT Technical Institute-San Antonio,San Antonio,www.itt-tech.edu,48,29.5534,-98.5934,0,0,NULL,0.9303
Remington College-Fort Worth Campus,Fort Worth,www.remingtoncollege.edu/fort-worth-texas-career-schools-overview,48,32.776,-97.2136,0,0,NULL,0.8558
University of Cosmetology Arts & Sciences-San Antonio Jamar,San Antonio,www.ucastx.com,48,29.3913,-98.5606,0,0,NULL,NULL
School of Automotive Machinists,Houston,www.samracing.com,48,29.8044,-95.4759,0,0,NULL,0.8889
SW School of Business and Technical Careers-Cosmetology,San Antonio,www.sws.edu,48,29.4571,-98.499,0,0,NULL,NULL
SW School of Business and Technical Careers,Eagle Pass,www.sws.edu,48,28.7079,-100.506,0,0,NULL,NULL
Texas College of Cosmetology-Abilene,Abilene,www.texascollegecosmetology.com,48,32.4485,-99.7471,0,0,NULL,NULL
Vista College-Online,Clearfield,vistacollege.edu,49,41.093,-111.9886,0,0,NULL,NULL
Centura College-Newport News,Newport News,www.centuracollege.edu,51,37.1393,-76.5181,0,0,NULL,NULL
Centura College-Norfolk,Norfolk,www.centuracollege.edu,51,36.9084,-76.2326,0,0,NULL,NULL
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,www.techcenter.vbschools.com,51,36.7409,-76.0737,0,0,NULL,0.625
Northwest College of Art & Design,Poulsbo,www.ncad.edu,53,47.7109,-122.6042,0,0,NULL,0.8235
University of Washington-Bothell Campus,Bothell,www.uwb.edu,53,47.7607,-122.1915,0,0,NULL,0.7568
University of Washington-Tacoma Campus,Tacoma,www.tacoma.uw.edu/,53,47.245,-122.4375,0,0,NULL,0.8523
Huntington School of Beauty Culture-Main Campus,Huntington,huntingtonschoolofbeauty.com/,54,38.4114,-82.3422,0,0,NULL,NULL
Valley College-Beckley,Beckley,www.valley.edu,54,37.7914,-81.2206,0,0,NULL,NULL
Valley College-Martinsburg,Martinsburg,www.valley.edu,54,39.4875,-77.9583,0,0,NULL,NULL
Valley College-Princeton,Princeton,www.valley.edu,54,37.3693,-81.0914,0,0,NULL,NULL
Bellus Academy-Poway,Poway,www.bellusacademy.edu,6,32.9565,-117.0427,0,0,NULL,NULL
Capstone College,Van Nuys,www.capstonecollege.edu/,6,34.2201,-118.4503,0,0,NULL,NULL
Central Coast College,Salinas,www.centralcoastcollege.edu,6,36.6696,-121.6556,0,0,NULL,0.6454
ITT Technical Institute-Torrance,Torrance,www.itt-tech.edu,6,33.8491,-118.2905,0,0,NULL,0.9357
Pacific College of Oriental Medicine-San Diego,San Diego,www.PacificCollege.edu,6,32.778,-117.161,0,0,NULL,NULL
Artistic Nails and Beauty Academy-Tampa,Tampa,www.artisticbeautyschool.com,12,27.9514,-82.4035,0,0,NULL,NULL
National Aviation Academy of Tampa Bay,Clearwater,www.naa.edu,12,27.8939,-82.7212,0,0,NULL,NULL
Sanford-Brown Institute-Tampa,Tampa,www.SBI-tampa.com,12,27.993,-82.39,0,0,NULL,NULL
Cain's Barber College Inc,Chicago,www.cbcon51st.org,17,41.8018,-87.6173,0,0,NULL,NULL
Madison Oneida BOCES-Practical Nursing Program,Verona,www.moboces.org/adulted.html,36,43.1408,-75.5603,0,0,NULL,NULL
Astrodome Career Centers,Houston,www.astrodome.edu,48,29.6794,-95.4208,0,0,NULL,NULL
Center for Advanced Legal Studies,Houston,www.paralegal.edu,48,29.7321,-95.4191,0,0,NULL,0.3333
Houston Training School-Main Campus,Houston,houstontrainingschools.net,48,29.7729,-95.2442,0,0,NULL,NULL
Remington College-Houston Campus,Houston,www.remingtoncollege.edu/houston-texas-college-career-schools,48,29.7299,-95.5782,0,0,NULL,0.7815
Bay Mills Community College,Brimley,www.bmcc.edu,26,46.4546,-84.6071,0,0,NULL,NULL
Fond du Lac Tribal and Community College,Cloquet,www.fdltcc.edu,27,46.6888,-92.4441,0,0,NULL,NULL
Northwest Indian College,Bellingham,www.nwic.edu,53,48.7943,-122.6146,0,0,NULL,NULL
Marinello Schools of Beauty-Provo,Provo,www.marinello.com,49,40.263,-111.6647,0,0,NULL,NULL
Provo College,Provo,www.provocollege.edu,49,40.2447,-111.6841,0,0,NULL,NULL
Paul Mitchell the School-Provo,Provo,provo.paulmitchell.edu,49,40.2405,-111.6422,0,0,NULL,NULL
University of Phoenix-Utah Campus,Salt Lake City,www.phoenix.edu,49,40.6538,-111.9045,0,0,NULL,NULL
Utah College of Massage Therapy-Salt Lake City,Salt Lake City,www.steinered.com,49,40.7688,-111.8821,0,0,NULL,NULL
CET-Coachella,Coachella,cetweb.org,6,33.6922,-116.1859,0,0,NULL,NULL
CET-Oxnard,Oxnard,cetweb.org,6,34.1942,-119.1815,0,0,NULL,NULL
CET-Santa Maria,Santa Maria,www.cetweb.org,6,34.9436,-120.442,0,0,NULL,NULL
CET-Rancho Temecula,Temecula,cetweb.org,6,33.5119,-117.1689,0,0,NULL,NULL
Colorado School of Traditional Chinese Medicine,Denver,www.cstcm.edu,8,39.7391,-104.9595,0,0,NULL,NULL
Massage Therapy Institute of Colorado,Denver,www.mtic.edu,8,39.7391,-104.9595,0,0,NULL,NULL
Michigan College of Beauty-Troy,Troy,michigancollegeofbeautytroy.com,26,42.5703,-83.1273,0,0,NULL,NULL
Ogle School Hair Skin Nails-Dallas,Dallas,www.ogleschool.com,48,32.8368,-96.7547,0,0,NULL,NULL
Phoenix Seminary,Phoenix,www.ps.edu/,4,33.4804,-111.9906,0,0,42,NULL
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,WWW.faustinstitute.com,19,43.4226,-95.1075,0,0,NULL,NULL
Seattle Vocational Institute,Seattle,sviweb.sccd.ctc.edu,53,47.5993,-122.304,0,0,NULL,NULL
Baker College of Port Huron,Port Huron,www.baker.edu/,26,42.9787,-82.4697,0,0,NULL,NULL
Empire Beauty School-Hyannis,Hyannis,www.empire.edu,25,41.6556,-70.2791,0,0,NULL,NULL
Brookstone College-Greensboro,Greensboro,www.brookstone.edu,37,36.0771,-79.9597,0,0,NULL,NULL
Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,cheeksUSA.com,8,40.5312,-105.0802,0,0,NULL,NULL
Cheeks International Academy of Beauty Culture-Greeley,Greeley,cheeksUSA.com,8,40.3968,-104.6965,0,0,NULL,NULL
Colorado School of Healing Arts,Lakewood,www.csha.net,8,39.697,-105.0821,0,0,NULL,NULL
Remington College-Colorado Springs Campus,Colorado Springs,www.remingtoncollege.edu/colorado-career-schools-overview,8,38.9193,-104.788,0,0,NULL,NULL
Empire Beauty School-Arvada,Arvada,www.empire.edu,8,39.815,-105.0806,0,0,NULL,NULL
Westwood College-Denver South,Denver,www.westwood.edu,8,39.6541,-105.0479,0,0,NULL,NULL
Healing Arts Institute,Fort Collins,healingartsinstitute.net,8,40.5316,-105.0419,0,0,NULL,NULL
ITT Technical Institute-San Bernardino,San Bernardino,www.itt-tech.edu,6,34.0701,-117.2707,0,0,NULL,0.9367
Los Angeles ORT College-Van Nuys Campus,Van Nuys,www.laort.edu,6,34.153,-118.4627,0,0,NULL,NULL
University of Phoenix-Puerto Rico Campus,Guaynabo,www.phoenix.edu,72,18.4052,-66.1057,0,0,NULL,NULL
Mt Diablo Adult Education,Concord,www.mdusd.k12.ca.us/adulted,6,37.9692,-122.026,0,0,NULL,NULL
Royale College of Beauty,Temecula,www.royalecollegeofbeautyschool.com,6,33.5155,-117.164,0,0,NULL,NULL
Westech College,Fontana,www.westech.edu,6,34.0752,-117.5773,0,0,NULL,NULL
Greater Lowell Technical School,Tyngsboro,www.gltech.org,25,42.6539,-71.3862,0,0,NULL,1
Academy of Hair Design-Pearl,Pearl,www.academyofhair.com,28,32.282,-90.1151,0,0,NULL,NULL
King's College,Charlotte,WWW.KINGSCOLLEGECHARLOTTE.EDU,37,35.213,-80.8224,0,0,NULL,0.8917
Miller-Motte Technical College-Clarksville,Clarksville,www.miller-motte.edu,47,36.5533,-87.3287,0,0,NULL,NULL
Genesis Career College-Lebanon,Lebanon,www.genesiscareer.edu,47,36.2161,-86.3378,0,0,NULL,NULL
Kaplan College-Dallas,Dallas,www.kaplancollege.com/dallas-tx/,48,32.9121,-96.892,0,0,NULL,NULL
Star College of Cosmetology 2,Tyler,www.starcosmetologyschool.com/,48,32.3476,-95.2957,0,0,NULL,NULL
Southwest Collegiate Institute for the Deaf,Big Spring,www.howardcollege.edu/swcid/,48,32.2278,-101.5034,0,0,NULL,NULL
Fortis College-Richmond,Richmond,www.fortis.edu,51,37.5815,-77.4885,0,0,NULL,NULL
Midwest College of Oriental Medicine-Racine,Racine,www.Acupuncture.edu,55,42.6781,-87.8567,0,0,NULL,NULL
Hacienda La Puente Adult Education,La Puente,www.hlpae.com,6,34.0118,-117.9583,0,0,NULL,NULL
La Belle Beauty Academy,Miami,www.Labellebeauty.net,12,25.77,-80.3154,0,0,NULL,NULL
Advanced Technical Centers,Miami,www.advancedtechnicalcenters.com,12,25.8066,-80.2871,0,0,NULL,NULL
Hawaii Community College,Hilo,hawaii.hawaii.edu,15,19.699,-155.0805,0,0,NULL,NULL
Regency Beauty Institute-Winston-Salem,Winston Salem,www.regency.edu,37,36.0669,-80.2503,0,0,NULL,NULL
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,www.robertfiance.com,34,40.6225,-74.427,0,0,NULL,NULL
Long Island Beauty School-Hauppauge,Hauppauge,LIBeautyschool.com,36,40.8273,-73.2017,0,0,NULL,NULL
Buckeye Joint Vocational School,New Philadelphia,www.buckeyecareercenter.org,39,40.4705,-81.402,0,0,NULL,NULL
Sandusky Career Center,Sandusky,www.sanduskycareercenter.org,39,41.4348,-82.7121,0,0,NULL,NULL
Greater Altoona Career & Technology Center,Altoona,www.gactc.edu,42,40.5085,-78.3973,0,0,NULL,NULL
Northeastern Hospital School of Nursing,Philadelphia,www.nehson.templehealth.org,42,39.9895,-75.1065,0,0,NULL,NULL
Central Texas Beauty College-Temple,Temple,www.centraltexasbeautycollege.com,48,31.0846,-97.3792,0,0,NULL,NULL
Dance Theatre of Harlem Inc,New York,www.dancetheatreofharlem.org,36,40.8292,-73.9438,0,0,NULL,0.4783
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,www.e2ccb.org,36,42.6483,-79.0403,0,0,NULL,NULL
Empire Beauty School-Brooklyn,Brooklyn,www.empire.edu,36,40.5993,-73.9899,0,0,NULL,NULL
Houston Training School-Gulfgate,Houston,houstontrainingschools.net,48,29.7061,-95.3041,0,0,NULL,NULL
Star Career Academy-Philadelphia,Philadelphia,www.starcareeracademy.com,42,40.0747,-75.0343,0,0,NULL,NULL
Antonelli College-Hattiesburg,Hattiesburg,www.antonellicollege.edu,28,31.3495,-89.3357,0,0,NULL,NULL
Eastern New Mexico University-Ruidoso Campus,Ruidoso,www.ruidoso.enmu.edu/,35,33.3586,-105.6654,0,0,NULL,NULL
The Bryman School of Arizona,Phoenix,www.anthem.edu/brymanschool/,4,33.5829,-112.1075,0,0,NULL,NULL
Beacon College,Leesburg,www.beaconcollege.edu,12,28.8108,-81.8756,0,0,NULL,0.6475
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,www.aimc.edu,6,37.8628,-122.2676,0,0,NULL,NULL
Estrella Mountain Community College,Avondale,www.emc.maricopa.edu,4,33.4807,-112.3432,0,0,NULL,NULL
Heartland Community College,Normal,www.heartland.edu,17,40.5334,-89.0145,0,0,NULL,NULL
University of the Potomac-Washington DC Campus,Washington,www.potomac.edu,11,38.9504,-77.0792,0,0,NULL,NULL
Rabbi Jacob Joseph School,Edison,NULL,34,40.4998,-74.3995,0,0,NULL,1
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,www.sbftlaud.com,12,26.2038,-80.1604,0,0,NULL,NULL
The Salon Professional Academy-Melbourne,Melbourne,www.tspamelbourne.com,12,27.9664,-80.648,0,0,NULL,NULL
Fortis Institute-Scranton,Scranton,www.fortis.edu,42,41.4171,-75.6517,0,0,NULL,0.8629
Milan Institute of Cosmetology-Amarillo,Amarillo,www.milaninstitute.edu,48,35.185,-101.8088,0,0,NULL,NULL
Everglades University,Boca Raton,www.EvergladesUniversity.edu,12,26.3912,-80.1083,0,0,NULL,0.9104
Seminar L'moros Bais Yaakov,Brooklyn,NULL,36,40.6348,-73.9855,0,0,NULL,0.9781
Herzing University-Winter Park,Winter Park,www.herzing.edu,12,28.5795,-81.3075,0,0,NULL,0.7083
Emil Fries Piano Hospital and Training Center,Vancouver,www.pianotuningschool.org,53,45.6259,-122.6455,0,0,NULL,NULL
Fairview Beauty Academy,Fairview Park,www.fairview.com,39,41.4391,-81.8704,0,0,NULL,NULL
Florida College of Natural Health-Pompano Beach,Pompano Beach,www.steinered.com,12,26.2755,-80.1511,0,0,NULL,NULL
National College-Nashville,Nashville,www.national-college.edu,47,36.0447,-86.7006,0,0,NULL,NULL
College of Biblical Studies-Houston,Houston,www.cbshouston.edu,48,29.7167,-95.5066,0,0,88,NULL
Inner State Beauty School,Lyndhurst,www.innerstatebeautyschool.com,39,41.5199,-81.4945,0,0,NULL,NULL
Virginia College-Pensacola,Pensacola,www.vc.edu,12,30.4125,-87.216,0,0,NULL,NULL
Mid-EastCTC-Adult Education,Zanesville,www.mideastadulted.org,39,39.9372,-81.9761,0,0,NULL,NULL
Everest University-South Orlando,Orlando,www.everest.edu/campus/south_orlando,12,28.4347,-81.4269,0,0,NULL,NULL
Polaris Career Center,Middleburg Heights,www.polaris.edu,39,41.3644,-81.8325,0,0,NULL,NULL
P&A Scholars Beauty School,Detroit,www.pandascholars.com,26,42.3761,-83.1579,0,0,NULL,NULL
Rensselaer BOCES-Practical Nursing Program,Troy,www.questar.org,36,42.7021,-73.6732,0,0,NULL,0.625
ASM Beauty World Academy,Davie,www.asmbeautyworld.org,12,26.046,-80.2321,0,0,NULL,NULL
The Salter School-Tewksbury Campus,Tewksbury,salterschool.com,25,42.6115,-71.2868,0,0,NULL,NULL
Sanford-Brown College-Collinsville,Collinsville,www.sanford-brown.edu,17,38.676,-90.0214,0,0,NULL,NULL
Sharps Academy of Hair Styling,Grand Blanc,www.sharpsacademyofhairstyling.com,26,42.9119,-83.624,0,0,NULL,NULL
ICC Technical Institute,Houston,www.icchouston.net,48,29.7399,-95.3766,0,0,NULL,NULL
College of Health Care Professions-Northwest,Houston,www.chcp.edu,48,29.7974,-95.4516,0,0,NULL,1
School of Professional Horticulture at the New York Botanical Garden,Bronx,www.nybg.org/edu/soph/,36,40.8668,-73.8807,0,0,NULL,NULL
Fortis College-Houston,Houston,www.fortiscollege.edu,48,29.7243,-95.4932,0,0,NULL,NULL
Volunteer Beauty Academy-Madison,Madison,www.volunteerbeauty.com,47,36.2966,-86.7013,0,0,NULL,NULL
Watkins College of Art Design & Film,Nashville,www.watkins.edu,47,36.1947,-86.8059,0,0,NULL,0.3498
Chicago ORT Technical Institute,Skokie,www.ortchicagotech.edu,17,42.0165,-87.7634,0,0,NULL,NULL
Alhambra Beauty College,Alhambra,alhambrabeauty.edu/,6,34.0939,-118.129,0,0,NULL,NULL
American Auto Institute,Gardena,www.ueicareers.com,6,33.8926,-118.2873,0,0,NULL,NULL
Asian American International Beauty College,Westminster,www.aabeautycollege.com,6,33.7593,-117.9916,0,0,NULL,NULL
Avance Beauty College,San Diego,avancebeautycollege.edu,6,32.5814,-117.0622,0,0,NULL,NULL
Colton-Redlands-Yucaipa Regional Occupational Program,Redlands,www.cryrop.org,6,NULL,NULL,0,0,NULL,NULL
Copper Mountain Community College,Joshua Tree,www.cmccd.edu,6,34.1405,-116.2139,0,0,NULL,NULL
Diversified Vocational College,Los Angeles,www.dlila.edu,6,34.0559,-118.2724,0,0,NULL,NULL
Bristol University,Anaheim,www.bristoluniversity.edu,6,33.796,-117.8822,0,0,NULL,NULL
UEI College-Fresno,Fresno,www.uei.edu/,6,36.7689,-119.7257,0,0,NULL,NULL
Mt Sierra College,Monrovia,www.mtsierra.edu,6,34.1405,-118.0006,0,0,NULL,NULL
Wyotech-Long Beach,Long Beach,www.wyotech.edu/campus/long_beach,6,33.791,-118.2202,0,0,NULL,NULL
Santiago Canyon College,Orange,www.sccollege.edu/Pages/default.aspx,6,33.7966,-117.7681,0,0,NULL,NULL
Southern California Institute of Technology,Anaheim,www.scitech.edu,6,33.8327,-117.919,0,0,NULL,NULL
Soka University of America,Aliso Viejo,www.soka.edu,6,33.5494,-117.7349,0,0,NULL,0.4336
Summit College,Colton,www.summitcollege.edu,6,34.054,-117.3098,0,0,NULL,NULL
Advance Beauty College,Garden Grove,www.advancebeautycollege.com,6,33.7599,-117.9526,0,0,NULL,NULL
World Mission University,Los Angeles,www.wmu.edu,6,34.0788,-118.3091,0,0,99,0.8
Yo San University of Traditional Chinese Medicine,Los Angeles,www.yosan.edu,6,33.9929,-118.4429,0,0,NULL,NULL
Coast Career Institute,Los Angeles,www.coastcareer.edu,6,34.0366,-118.263,0,0,NULL,NULL
Cannella School of Hair Design-Blue Island,Blue Island,cannellabeautyschools.com,17,41.6577,-87.6799,0,0,NULL,NULL
Delta College Inc,Covington,www.deltacollege.com,22,30.4675,-90.0867,0,0,NULL,NULL
Colorado Technical University-Sioux Falls,Sioux Falls,www.coloradotech.edu/Sioux-Falls,46,43.4969,-96.7736,0,0,NULL,NULL
Southwest University of Visual Arts-Albuquerque,Albuquerque,www.suva.edu,35,35.0888,-106.5894,0,0,NULL,NULL
Tri-State Cosmetology Institute,El Paso,tristatecosmetology.com,48,31.7763,-106.3895,0,0,NULL,NULL
Widener University-Harrisburg Campus,Harrisburg,www.widener.edu,42,40.3249,-76.8546,0,0,NULL,NULL
Volunteer Beauty Academy-Nashville,Nashville,www.volunteerbeauty.com,47,36.0479,-86.7151,0,0,NULL,NULL
Frontier Community College,Fairfield,www.iecc.edu/fcc,17,38.3823,-88.3921,0,0,NULL,NULL
Lincoln Trail College,Robinson,www.iecc.edu/ltc,17,39.0193,-87.6888,0,0,NULL,NULL
Wabash Valley College,Mount Carmel,www.iecc.edu/wvc,17,38.4293,-87.7821,0,0,NULL,NULL
American Institute of Interior Design,Fountain Hills,www.aiid.edu,4,33.6047,-111.7149,0,0,NULL,NULL
Brookline College-Tempe,Tempe,www.brooklinecollege.edu,4,33.4161,-111.9609,0,0,NULL,NULL
Baker College of Auburn Hills,Auburn Hills,www.baker.edu,26,42.6599,-83.249,0,0,NULL,NULL
Baker College of Clinton Township,Clinton Township,www.baker.edu,26,42.5532,-82.9091,0,0,NULL,NULL
Inter American University of Puerto Rico-School of Optometry,Bayamon,www.optonet.inter.edu,72,18.3523,-66.1827,0,0,NULL,NULL
Schiller International University,Largo,www.schiller.edu,12,27.8943,-82.7575,0,0,NULL,NULL
Vatterott College-Springfield,Springfield,www.vatterott.edu,29,37.2102,-93.275,0,0,NULL,NULL
Vatterott College-Joplin,Joplin,www.vatterott.edu,29,37.0828,-94.502,0,0,NULL,NULL
